tweet_id,rag_context_text
11082,[CUSTOMER] I would like a member of our team look into this for you. Please fill out this form: ^BA
11083,"[CUSTOMER] I'm so sorry to hear this! Without revealing any personal account information, will you provide us with more details? ^LH"
11086,"[CUSTOMER] What kind of problems are you having with your Fire Stick, Mildred? ^VB"
11088,[CUSTOMER] Oh no! in real time with you. Please reach us via phone here: ^AB
11089,"[CUSTOMER] I'm sorry your order arrived damaged, Marsha! You can see available options for that item here: ^LA"
11566,[CUSTOMER] Lamento los inconvenientes. Recomiendo reportar lo ocurrido a nuestro Servicio al Cliente: ^CR
11569,[CUSTOMER] Comprendo. ¿Ya entraste en contacto con el transportista? ^CR
11571,[CUSTOMER] Hola.¿Cuál es la fecha de entrega de tu pedido? ^JJ
11573,"[CUSTOMER] Olá, Cassiel. Sem compartilhar informações pessoais ou da sua conta, me diga, como posso ajudar você? ^CR"
11576,"[CUSTOMER] Recomendo entrar em contato diretamente com o SAC da KDP, para eles conferirem o seu caso: ^CR"
11578,"[CUSTOMER] I'm afraid, we'll not be able to take any action on your account once it is put on hold. Request you to wait for the email. ^HD"
11581,"[CUSTOMER] Further, we wouldn't be able to offer any additional insight/ info in this regard. Appreciate your understanding. (3/3) ^SV"
11582,"[CUSTOMER] As this is account related, our specialist team are the best ones to assist you. (2/3) ^SV"
11583,"[CUSTOMER] I get your concern, Hussain. As requested, please reply to the correspondence sent by our specialist team. (1/3) ^SV"
11589,"[CUSTOMER] Hi, you should have received an email with an update over your account. We will not be check this for you. ^RW"
11592,[CUSTOMER] Oh no! Let's talk about this in real time. Please call or chat with us here: ^BA
11595,"[CUSTOMER] Just to confirm, what's the current tracking information listed for your order here: ^HC"
11596,[CUSTOMER] I'm so sorry for the wait! What does tracking information say here: ^MH
11599,"[CUSTOMER] Happy Halloween to this very, very good puppy! I'd be lion if I said he didn't have my heart! 😍🦁^BL"
11601,[CUSTOMER] Oh no! Have you checked the mailbox? These steps may help locate the order: Keep us posted! ^BN
11604,[CUSTOMER] I'm sorry those steps didn't help! Who was the carrier for this order? You can check here: ^BL
11606,"[CUSTOMER] I'd like someone from my team to check into this. When you can, please drop your details here: ^BL"
11616,"[CUSTOMER] Hi, not Hugh:) Who is the carrier for this delivery? You can find this information here: ^LM"
11618,"[CUSTOMER] Hey, Hugh! Are you having trouble receiving a recent order? ^LA"
11622,[CUSTOMER] Please provide your details here: and my team will escalate to Amazon Logistics. ^EZ
11625,[CUSTOMER] Hola. Lamento los inconvenientes. Aquí podrás ver las opciones de reembolso o reemplazo disponibles ^CR
11973,[CUSTOMER] I'm so sorry we've let you down. Please reach us here: so we can explore options with you. ^LL
11975,[CUSTOMER] We do not want this to happen and are eager to help. Reach out to us for more assistance here: ^LM
11978,[CUSTOMER] Oh no! Have we missed the estimated delivery date showing in your order confirmation e-mail? We're here to help! ^ML
11980,"[CUSTOMER] I understand your concern, Nihal. Could you confirm if you've report this to our team using the link provided earlier? ^HD"
11983,[CUSTOMER] Sorry about the delay with the order. Please share your details here: and we'll check this. ^KA
11985,[CUSTOMER] details through the link provided above so that we can look into the issue. 2/2 ^SH
11986,[CUSTOMER] Twitter is a social media platform we'll not be able to access any of your account/order details. Please share your 1/2 ^SH
12493,"[CUSTOMER] I'm so sorry about that, Alexis. When you can, please reach us here so we can better assist: ^BL"
12497,"[CUSTOMER] I'm sorry about the link. For a faster response, contact us by phone here: without signing in. ^BE"
12499,[CUSTOMER] Yes. Our main customer service line is open 24 hours a day. ^LJ
12503,"[CUSTOMER] We'd like to help in real-time! When you have a free moment, please reach out to us here: ^HM"
12506,"[CUSTOMER] From the Kindle app, go to More, tap on Settings, tap on Push notifications to enable or disable the notifications. ^SE"
12508,[CUSTOMER] That does seem excessive. Help us improve by leaving order specific packaging feedback here: ^EZ
12510,[CUSTOMER] from our sellers. You may also visit this link: for more information. 2/2 ^MK
12512,[CUSTOMER] The prices on our website are determined by our sellers. And we keep updating our prices as per the data we receive 1/2 ^MK
12513,"[CUSTOMER] If you had replied to the email, you must've received a correspondence from us, Darshan. Please check. ^HD"
12516,[CUSTOMER] If you've already replied to the email sent by our team. I'm sure our team will reach out to you soon with an update. ^VM
12518,"[CUSTOMER] We're currently working on your issue, we'll contact you soon. Keep an eye on your mailbox. ^ZH"
12520,"[CUSTOMER] Apologies, thank you for replying to the email. We'll get back on this soon. Appreciate your patience. ^BS"
12523,"[CUSTOMER] I do understand, however, please revert to the same email so that we can get this sorted. ^HN"
12526,[CUSTOMER] Sorry for the trouble you've had. Kindly reply to the email you've received from our team &amp; we'll look into this further.^MM
12528,[CUSTOMER] Sorry for the stretch. Please reply to the email you've received from our Social media team and we'll get back. ^KA
12530,[CUSTOMER] email ID. Kindly check it here: 2/2 ^RS
12533,[CUSTOMER] you with an update at the earliest. (2/2)^AU
12537,[CUSTOMER] Thanks for writing back to us. Our specialist team will contact you with an update on your issue soon. Please wait. ^ZH
12539,"[CUSTOMER] As requested, please respond on the requested email and our specialist team will reach out to you. ^HK"
12542,"[CUSTOMER] We've sent a correspondence to your registered email address, request you to check the same. ^SH"
12546,[CUSTOMER] We're working on your concern. We'll reach out to you soon and update. ^RI
13129,"[CUSTOMER] If you've replied to the email sent by us, we'll check and get back to you with an update shortly. ^NR"
13133,"[CUSTOMER] Sorry to know about the delivery issue. As you've confirmed sharing your details, you should've received an email from (1/2)^KA"
13134,"[CUSTOMER] our team. Please check and reply, we'll get back. You may check the email here: (2/2) ^KA"
13136,[CUSTOMER] Please reply to the email received from our team. We will check and connect with you accordingly. ^RW
13139,[CUSTOMER] Sorry about the order cancellation. Please reply to the email you've received from our Social media team and we'll get back. ^KA
13141,"[CUSTOMER] Sorry for the trouble, Manak. Please resubmit the details here: and we'll have this checked. ^KA"
13143,[CUSTOMER] Thanks for submitting the details. We've received your details and we'll reach out to you soon. ^GK
13145,[CUSTOMER] That's unusual. Could you please revert to the email with further queries on this? I'll like to have a look into it. ^AB
13147,[CUSTOMER] We're unable to arrange a callback for you over Twitter. Please make a request by responding to the email and we'll oblige. ^AB
13150,[CUSTOMER] Thanks for replying. We'll get in touch with you soon. Appreciate your understanding. ^AK
13151,[CUSTOMER] Could you please confirm if you have replied to our email? ^MK
13153,"[CUSTOMER] Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^SV"
13156,[CUSTOMER] I'm sorry about the trouble Manak. Kindly reply to the email sent by our team for further assistance. ^GD
13158,[CUSTOMER] you've received from our team and we will get back to you with the latest update on your issue. (2/2)^SQ
13161,"[CUSTOMER] Sorry about the bad experience, Manak. I'll be sure to pass along your feedback internally. ^MS"
13163,[CUSTOMER] We're following up on this. We'll check this and update you. ^SG
13165,[CUSTOMER] We've sent the correspondence to your registered email ID. Kindly check it here: ^GK
13166,[CUSTOMER] Sorry for the inconvenience. Please share your details here: and I'll get in touch with you. ^MK
13168,[CUSTOMER] Are you currently waiting on the delivery of a delayed order? ^QJ
13171,"[CUSTOMER] I'm very sorry about this experience, Robert. We'd like to help! Could you tell us more details about what's going on? ^HM"
13174,[CUSTOMER] Parece um livro interessante demais. Espero que curta muito da leitura dele! :D Abraço. ^CR
13176,"[CUSTOMER] Que notícia boa, Luiz! Fiquei curioso... O que contém esse pacote? 🤔 ^CR"
13178,"[CUSTOMER] I'm very sorry to hear that, J! Have you had trouble with a recent order/delivery? ^HM"
13181,"[CUSTOMER] We'd like to take a closer look. When you can, please provide us some more information here: ^TN"
13182,[CUSTOMER] I'm sorry you've had to invest so much time in this! Were we able to help resolve the issue on the last call? ^TL
13184,[CUSTOMER] Was any information provided to you in the phone conversation? Who was the carrier as listed here: ^CH
13187,"[CUSTOMER] Hi, Reece! I'm sorry about the broken item. You can check into options here: ^BL"
13457,"[CUSTOMER] Nein, ^TG ist schnippig. Alexa ist lieb und nett. Sie ist sehr gut! Und ich geh jetzt mal lieber in Deckung! 😏 ^UK"
13459,"[CUSTOMER] 😃... das wäre toll! Soweit ist sie aber noch nicht. Wird eher in die Richtung ""Hey, deine Wäsche ist fertig! Zack zack, aufhängen!"" gehen. ^TG"
13557,[CUSTOMER] I'm sorry there was a delay! Let us know if your package doesn't arrive by November 2. Please keep us posted on its delivery. ^TN
13559,"[CUSTOMER] I'm sorry this happened, Davis! Please provide carrier feedback here about this order: ^SH"
13561,[CUSTOMER] Thanks for reaching out to us! You will be charged for your order once it ships out. ^FJ
13564,[CUSTOMER] Can you confirm the delivery date provided in your order confirmation email? It can be viewed here: ^LA
13566,[CUSTOMER] I'm sorry for the delay in delivery. Could you let us know from which website did you make the purchase? ^RW
13568,[CUSTOMER] Thanks for bringing this to our attention. I've escalated this to our website team. ^SJ
13572,"[CUSTOMER] (2/2) Alternately, if you'd like us to verify in real-time you can reach us here: ^EB"
13574,[CUSTOMER] Thank you for bringing this to our attention! I understand the concern. You can report this here: (1/2)
13863,"[CUSTOMER] Apologies for the experience, Vijay. Please reply to the email sent by our team. We'll help you with alternatives. ^SV"
13867,"[CUSTOMER] Sorry for the disappointment. Kindly reply to the email you've received from our team, we'll check and get back. ^KA"
13869,"[CUSTOMER] In this case, request you to wait and you shall receive an reply from our team soon. ^SH"
13871,[CUSTOMER] insight on this issue. 2/2 ^SH
13872,[CUSTOMER] The resolution provided over the email is the best we can offer. I'm sorry we'll not be able to provide any further 1/2 ^SH
13874,"[CUSTOMER] Thank you for letting us know, we'll get back to you soon with an update. ^BS"
13877,[CUSTOMER] Kindly share your details in the link given earlier and we'll be sure to help you in getting this issue resolved. ^ZH
13879,[CUSTOMER] Kindly share your details here: and I'll contact you with an update on this. ^GS
13881,[CUSTOMER] Apologies for the inconvenience with policy constraint. We'll be able to assist you once service denial letter is received.^GS
13883,[CUSTOMER] I get your concern.We wouldn't be able to work on the issue until we receive a service denial letter from the manufacturer.^NS
13885,"[CUSTOMER] If the manufacturer refuses to honor warranty on a device, you shall receive a service denial letter for the same. ^HK"
13889,[CUSTOMER] without a service denial letter. Kindly try visiting your nearest service center to report it and keep us posted. 2/2 ^AB
13894,[CUSTOMER] a document with the details as mentioned in the email for us to help you. Appreciate your understanding. (2/2) ^ZH
13899,[CUSTOMER] You would only be able to confirm gift card balances on the account it is redeemed on. ^JP
13901,[CUSTOMER] I'm so sorry! We'd like to look into our available options. Please reach us here: ^AG
13904,[CUSTOMER] Hola Raúl. Lamento saber de esto.Puedes contactar nuestro Servicio al Cliente en este enlace: ^JJ
13906,"[CUSTOMER] Sorry for this trouble. If the details were shared, you must've received a correspondence from us. Please check and reply. ^HD"
13908,[CUSTOMER] We have received your details. We are working on it and will get back to you with an update at the earliest. ^HR
13910,"[CUSTOMER] don't provide your order details, as we consider it to be personal information. Our Twitter page is public. 4/4​ ^EM"
13915,"[CUSTOMER] Oh no, Kathleen! We want to help. Is there an updated delivery date showing here: ^LA"
13920,"[CUSTOMER] I'm sorry for the inconvenience. When you reached out to us, what options or insight did we provide? ^GM"
13923,[CUSTOMER] Which carrier was assigned to deliver your package today? ^TN
13925,[CUSTOMER] Did we ask you to wait a certain date before we could offer alternative options? ^EZ
13928,"[CUSTOMER] Late order usually arrive the next business day. If your order hasn't arrived by 8:00 PM tomorrow, please let us know. ^LR"
14010,[CUSTOMER] Please provide your information in the link FR provided and we'll have a team member look into this personally and reach out to you. I'm sorry for any inconvenience. ^HS
14013,"[CUSTOMER] We'll ask customers to leave their totes out for pickup. However, they shouldn't be left for 10 or more days awaiting pickup. For security, we're unable to DM personal details. Once we receive your information at the link we've referenced, we can help sort this. ^RA"
14015,[CUSTOMER] We cannot accommodate this request via Twitter. Please send us your details using the link provided by FR. ^GR
14018,[CUSTOMER] I would like to have a team member look into getting the totes picked up for you! Please add your details here: so we can help out with this! Keep us updated on the status! ^FR
14021,[CUSTOMER] I'm sorry for the poor experience! Can you please tell us more about the problem you're experiencing with tote pick-up? ^WT
14279,[CUSTOMER] I'm so sorry for the frustration! What was the date given in the original confirmation e-mail: ^DG
14282,[CUSTOMER] I can understand your frustration. Please reach out to us here to go over available options: ^CL
14284,[CUSTOMER] I'm sorry you were charged unexpectedly! Please reach out to Amazon Pay for available options here: ^JP
14288,"[CUSTOMER] I so sorry for the repeated delivery problems! When you contacted UPS, what options were provided? Please keep us posted. ^CC"
14290,[CUSTOMER] I'm sorry! Was it shipped by Amazon or a third-party seller as seen here: ^SE
14292,[CUSTOMER] I'm sorry about this experience! Have we missed our initial delivery date promised in Your Orders: ^EB
14295,[CUSTOMER] I certainly understand your frustration! Who was the carrier for these orders? Please check here: ^BE
14299,[CUSTOMER] We'd like to take a closer look to see what we can do. Please reach out with more information here: ^DG
14301,[CUSTOMER] I'm sorry for the trouble! We'd like to review available options with you. Please reach out to us here: ^LJ
14844,[CUSTOMER] We're always looking for ways to improve! Please send feedback/requests following the steps here: ^SH
14852,"[CUSTOMER] Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SC"
14856,"[CUSTOMER] Thank you for sharing your details, Dhinesh. We'll check your concern and reach you soon. ^VG"
14857,[CUSTOMER] Apologies for the ordeal.I’d like to help you; please fill this form: and I’ll contact you soon. ^SC
15138,[CUSTOMER] Oh no! I'm so sorry we've let you down! Were we able to offer any options when you reached out? ^JO
15267,[CUSTOMER] Please fill in your details using the link: and I'll get in touch with you soon. ^AK (2/2)
15271,"[CUSTOMER] Please share your details in the link provided above, we'll check the issue and assist you accordingly. (2/2) ^KA"
15274,[CUSTOMER] I'd like to help. Please write to us here: and I'll reach out to you. ^SA
15276,[CUSTOMER] Apologies. We'd like to check this for you. Kindly contact us here :
15278,"[CUSTOMER] Please don’t provide your order details, we consider them as personal information. Our Twitter page is visible to public. ^VM"
15280,[CUSTOMER] That's strange. Let us help you out here. Please drop your details here: (1/2) ^VM
15273,[CUSTOMER] Sorry to know about the delay with the order. It isn't possible for us to view your order/account via Twitter. (1/2) ^KA
15283,[CUSTOMER] Please don’t provide your order details as we consider them to be personal info. Our Twitter page is visible to public. ^JC
15284,[CUSTOMER] We'll not be able to check the details of your order via Twitter. Please fill in the same in the link provided. ^JC
15281,[CUSTOMER] so that we can get in touch with you. (2/2) ^VM
15269,[CUSTOMER] Apologies for the trouble with the delivery of the order. I'd like to take a closer look at this. ^AK (1/2)
15285,[CUSTOMER] I'm sorry your suit didn't arrive before Halloween. Did we miss the delivery date shown here: ^EA
15287,[CUSTOMER] : and we'll look into this for you. (2/2) ^VM
15289,[CUSTOMER] We understand you are yet to receive your order. Let us investigate this further. Please reach us via (1/2) ^VM
15295,[CUSTOMER] That's quite a comment. Could you let us know if you have received an email from our team here ^VM
15298,[CUSTOMER] Sorry to know about that. Kindly reply to the email and we'll get in touch with an update. Appreciate your patience. ^AK
15300,[CUSTOMER] Thank you for confirming. You should hear an update from us soon. Keep an eye on your mailbox. ^MP
15301,[CUSTOMER] Thanks for the heads up! We'll check this and get back with an update soon. ^YP
15303,"[CUSTOMER] We'd like to investigate this, please share your details here: with detailed info. ^HA"
15305,[CUSTOMER] I'm sorry for the inconvenience. Please see here: for more info on accessing your invoice. ^LM
15441,[CUSTOMER] Please let us know if doesn't arrive by Friday! We'd like to help! ^ZW
15445,"[CUSTOMER] While we can't access order or account details through social media, we'd still like to help! Please reach us directly via phone or chat so we can investigate: ^CS"
15446,[CUSTOMER] I'm sorry for the delay! Have we provided an updated delivery estimate for your order? Please check here: ^MB
15666,[CUSTOMER] The results will be announced soon. Kindly stay tuned for updates. ^AK
15670,[CUSTOMER] I'm sorry your Kindle hasn't arrived! Can you tell us the current tracking status? ^EZ
15673,"[CUSTOMER] Oh my! Just to clarify, can you tell us who the carrier of this order is? ^AL"
15675,[CUSTOMER] We'd like to look further into this. Please click the link and fill out the secure form: ^EM
15677,[CUSTOMER] get back to you on this. 2/2 ^SH
15679,[CUSTOMER] Sorry to know the shipment hasn't been delivered yet. Please reply to the email received from us and we shall 1/2 ^SH
15680,"[CUSTOMER] I'm so sorry for the account trouble! Have you received an e-mail regarding this issue? If so, please reply to it for more info. ^CC"
15684,"[CUSTOMER] number. Also, please don't provide order details, we consider it to be personal info. Our page is visible to the public.(2/2)^SF"
15687,[CUSTOMER] Please share your detail here: and I'll be glad to help you with an update about the refund. ^KA
15689,[CUSTOMER] You should have received a correspondence from our social media team. Kindly check here: and reply. ^MN
15691,[CUSTOMER] Sorry for the delay. Have you received the refund reference number? ^NS
15690,[CUSTOMER] This being a social platform we can not access your account info. Please confirm if you've received the refund reference(1/2)^SF
15693,"[CUSTOMER] Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^AK 3/3"
15697,[CUSTOMER] Sorry for the delay in pickup. Kindly contact us here: and we'll get the pick up done. ^SY
15699,[CUSTOMER] You may track your refunds using the link: Please keep us posted. ^GS
15695,[CUSTOMER] Please fill in your details using the link: and I'll get in touch with you soon. ^AK (2/3)
15702,[CUSTOMER] Thanks for the update. If you've filled in your details our teams will reach out to you soon. ^VM
15703,[CUSTOMER] I'm sorry for the frustration. Who was the carrier for this delivery? You can check here: ^EA
15696,[CUSTOMER] Apologies for the trouble with the pick up of the order. I'd like to take a closer look at this. ^AK (1/3)
15705,[CUSTOMER] We'd like to help you with the cash back. Kindly get in touch with our support team here: ^AK
15708,[CUSTOMER] I'm very sorry for the delay. Please keep us posted on the arrival. We want to make sure you get your order. ^TN
16096,"[CUSTOMER] The link to the item can be tweeted to us here, or reviewed here: ^QJ"
16098,[CUSTOMER] We recommend removing this photo as it contains personal info. Will you share a link to this item so we can look into this? ^SY
16100,[CUSTOMER] Thanks for keeping us posted. I'll pass along your comments to our team and we'll work on this. ^GK
16102,[CUSTOMER] get back to you. Please don’t provide your details as we consider them to be personal information. Our page is public. 2/2 ^SH
16104,[CUSTOMER] I'd like to look into the issue and set things right. Please provide your details here: and 1/2 ^SH
16108,[CUSTOMER] I'm sorry for any inconvenience! Can you tell us when your order is due to arrive? ^EZ
16111,[CUSTOMER] Orders can ship at any time; once the order has been processed it will be assigned a tracking number. ^LR
16113,[CUSTOMER] Please keep us posted as we want to make sure your order arrives! ^AG
16114,[CUSTOMER] I'm sorry about the experience. Kindly share your details here: and we'll check. ^GK
16116,[CUSTOMER] time frame has passed and you haven't received any update or if you aren't satisfied with seller's reply then you may file 2/n ^SH
16118,[CUSTOMER] the A-z guarantee claim. You can know more about A-z guarantee claim here: 3/3 ^SH
16119,"[CUSTOMER] Sorry to know the seller hasn't responded to your query. Generally, the seller's respond with in 2 business days if this 1/n ^SH"
16120,[CUSTOMER] here: and I’ll contact you soon. 2/2 ^AH
16124,[CUSTOMER] Seems like you've had an unpleasant experience. Could you elaborate so that we could assist you accordingly? ^ST
16123,"[CUSTOMER] I'm sorry for the unpleasant experience, I'd like to look into this closely. Kindly drop in your details 1/2 ^AH"
16106,[CUSTOMER] I'm sorry to know about the conflicting tracking update. Have you reported this to our team here: ? ^GK
16417,[CUSTOMER] I'm sorry you still haven't received the order. Was there any update on the tracking here: ^LA
16421,[CUSTOMER] Who is the courier shown on the tracking info? Have you contacted the courier? ^LJ
16423,"[CUSTOMER] Please let us know if you do not receive your order, or an update, today so we may contact the carrier on your behalf. ^WM"
16425,"[CUSTOMER] If Alexa doesn't discover your smart home device, here are some solutions to try: Hope this helps! ^NN"
16427,[CUSTOMER] I'm sorry it's been delayed. Please send details about this order here: ^LH
16429,[CUSTOMER] Sorry to know about the delivery issue. Did we happen to miss estimate as mentioned here: ?^KA
16434,[CUSTOMER] so that we can get in touch with you. (2/2) ^VM
16435,[CUSTOMER] I'm sorry to hear that. Let us investigate this further. Please drop your details here: (1/2) ^VM
16438,"[CUSTOMER] Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW"
16439,[CUSTOMER] We cannot check your order details here. Kindly fill in the form for further assistance on it. ^RW
16440,[CUSTOMER] I apologize that we missed the mark. What is the most recent tracking update? You can find that here: ^BA
16445,[CUSTOMER] Unforeseen circumstances can cause delays and we appreciate your patience while we are working to get your packages delivered. ^TN
16450,[CUSTOMER] I'm so sorry your flowers were damaged! Please reach us here: so we can find available options. ^NS
16452,[CUSTOMER] where we highlight the latest movies and TV shows we have available. (2/2)^SF
16455,[CUSTOMER] We will continue to add new content. Keeping checking (1/2)^SF
16460,[CUSTOMER] I'm sorry for the unexpected package! Please reach us here: for available options. ^BT
16462,[CUSTOMER] it to be personal information. Our page is visible to the public. 3/3^AR
16465,[CUSTOMER] That's a great question! You can learn more on how to turn on Audio Descriptions here: ^SE
16468,[CUSTOMER] I'm sorry the link didn't work. You can view the list of Audio Descriptions by clicking here: ^AY
16469,[CUSTOMER] and we'll look into this for you. (2/2) ^VM
16463,"[CUSTOMER] form: . I'll look into it right away. Please don't provide your order details, we consider 2/3^AR"
16464,[CUSTOMER] I'm sorry you've not received your order. I'd like to investigate this and assist you with the issue. Please fill this 1/3 ^AR
16472,[CUSTOMER] I'm sorry for the trouble! You can dial +1-206-266-2992 to reach us internationally. ^BT
16471,[CUSTOMER] That's strange. I'm sorry for the experience. Let us check this out for you. Please reach us via: (1/2) ^VM
16475,[CUSTOMER] credentials. Click on Settings and set country to India. 2/2 ^SH
16478,[CUSTOMER] Please connect with our support team here: for further assistance on it. ^RW
16479,[CUSTOMER] Request you to change the country settings. Please click here: Login with your amazon 1/2 ^SH
16755,"[CUSTOMER] This isn't how we want you to feel. We'd like to help, if possible. Please let us know more about what's going. ^BH"
16759,"[CUSTOMER] I'm sorry for the trouble. Generally, the bank can issue a refund to the new active card on file. Please keep us updated. ^LR"
16761,[CUSTOMER] I'm sorry for the poor experience! Will you tell us more about the issue and what info or options we were able to provide? ^BN
16765,"[CUSTOMER] We can't access your account via Twitter. Without providing personal info, will you please tell us what's going on? ^TN"
16772,[CUSTOMER] I'd like to have a member of my team look into this with you! Please submit your information here: ^ME
16773,"[CUSTOMER] Echo lets you play music from services like Amazon Prime Music, Saavn and TuneIn. ^GK"
16775,[CUSTOMER] You're most welcome. Glad to know that refund has been credited. Have a great day ahead! ^AR
16777,"[CUSTOMER] Apologies. I understand waiting could be tiresome but rest assured, the concerned team is working on a resolution for you. ^MK"
16779,[CUSTOMER] Request you to check for our response : ^SK
16781,[CUSTOMER] Did you receive our email on your revert? ^HK
16783,"[CUSTOMER] As you have provided your details, we have our team working on your issue, Gautam. (1/2)^SF"
16786,[CUSTOMER] We are right on it! We'll get back to you soon. ^AG
16789,[CUSTOMER] That's strange. Kindly write back to the email received and we'll check this out for you. ^VM
16791,"[CUSTOMER] You must have received a correspondence to your registered email address, request you to check the same. ^SH"
16793,[CUSTOMER] Apologies for the bad experience. Thanks for sharing your details. We'll get in touch with you. Appreciate your patience. ^AK
16795,[CUSTOMER] I'm sorry for the trouble. Please fill this form: and we’ll contact you at the earliest. ^AU
16797,[CUSTOMER] We have sent a correspondence to your registered email ID. Please check and reply.^AH
16800,[CUSTOMER] Sorry about that Aadil. Please respond to this email and we'll check this for you. ^HN
16802,[CUSTOMER] Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. ^YP
16806,[CUSTOMER] Could you please let us know if you had received any email stating the package was going to be shipped by 7th ? ^KS
16807,"[CUSTOMER] That is unusual, Aadil. Looking at the image, I see that the package will be delivered between 3rd to 6th November. ^KS 1/2"
16809,[CUSTOMER] details here: and I'll get back to you. (3/3) ^KA
16814,"[CUSTOMER] Aadil, please reply to the email you've received from our team so that we can assist you accordingly. ^MS"
16816,"[CUSTOMER] In that case, please fill in the form again here: and we'll reach out to you. ^VN"
16818,[CUSTOMER] Our team has sent you a correspondence. Kindly check it here: ^AP
16810,[CUSTOMER] account via Twitter. Please reply to the email you've received from our team or kindly resubmit your (2/3) ^KA
16811,[CUSTOMER] Sorry to know about the delay with the order. I understand you wish to cancel the order. We can't gain access to your (1/3) ^KA
16803,[CUSTOMER] with your preference and we'll get back. (2/2)^YP
16804,"[CUSTOMER] I'm afraid we haven't received your write-back to us, Aadil. Please respond to our latest correspondence (1/2)"
16819,"[CUSTOMER] I'd like to take a closer look into this, please share your details here: ^AG"
16821,[CUSTOMER] Sorry for the delay. I'll be sure to pass on your feedback. Kindly wait until the mentioned time frame. Do keep us posted. ^AK
16823,[CUSTOMER] Apologies for the delay. Have you reported this to our support team here: ^RB
16825,"[CUSTOMER] Two-Day Shipping refers to transit time, in business days, once shipped. Did we miss our mark? ^BE"
16828,[CUSTOMER] What was the estimated delivery date provided in the order confirmation e-mail? ^MJ
16830,[CUSTOMER] My apologies. What is the latest update on the tracking?: ^PK
16832,"[CUSTOMER] Hey, get in touch with us here: so we can help you out ^KM"
16833,[CUSTOMER] We would be unable to reach out to you from here. Kindly write back to the email sent by our team (1/2) ^VM
16836,[CUSTOMER] Apologies. Request you to reply to our email correspondence for further assistance and we'll look into this. ^MK
16838,"[CUSTOMER] sent by our team and request for a phone call. Once you do so, our team will get back to you through phone soon. 2/2 ^RS"
16843,[CUSTOMER] further assistance as we wouldn't have the access to your account from here. Appreciate your understanding. 2/2 ^NK
16846,[CUSTOMER] Kindly revert to our email correspondence with further query on this and we'll be happy to take it over from there. ^AB
16848,[CUSTOMER] We've made a note of your comments and passed it along to the concerned team. We'd appreciate your understanding. ^MA
16850,"[CUSTOMER] As informed in the email, please be assured that appropriate actions will be taken for improvement. ^NR"
16852,"[CUSTOMER] As you've shared your details, we'll work on it and get back to you at the earliest. ^HN"
16854,[CUSTOMER] Please share your details in the above link Anurag and we'll check this for you. ^HN
16856,[CUSTOMER] email correspondence from our team. Kindly check the same and revert. 2/2 ^MM
16861,[CUSTOMER] I'm sure our team would reach out to you soon. (2/2) ^VM
16864,"[CUSTOMER] Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.^SF"
16869,"[CUSTOMER] Apologies for the situation, Anurag. Please share your details here: I'll reach &amp; assist. ^SV"
16872,"[CUSTOMER] Be assured, we've shared your comments with internal teams for review and to improve our services. (2/2) ^SV"
16875,"[CUSTOMER] However, you need to adhere to guidelines here: to post review. (2/2) ^SV"
16879,[CUSTOMER] Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. ^SQ
16835,[CUSTOMER] requesting for a call-back and we'll reach out to you soon. (2/2) ^VM
16886,[CUSTOMER] We have emailed you here: Kindly check &amp; reply to it for further assistance.^SY
16891,[CUSTOMER] I'm sorry about the disappointment. I'll be sure to pass your feedback to the concerned team internally. ^SG
16893,"[CUSTOMER] I understand your concern, Anurag. Please reply to the email you've received from us and I'll get back to you. ^HD"
17181,[CUSTOMER] I'm sorry you didn't receive your order. Did our customer service agent provide a solution for you? ^SE
17185,[CUSTOMER] Please connect with our support team here: for further assistance on it. ^RW
17188,"[CUSTOMER] Also, please don't provide your contact details as its personal info. Our Twitter page is visible to public. 2/2 ^AB"
17191,"[CUSTOMER] Due to which we do not have an option to call you back, please use the link provided earlier to request a call back. (2/2) ^SI"
17192,[CUSTOMER] Twitter being a public platform we do not have access to your order details. (1/2) ^SI
17194,[CUSTOMER] further assistance. Appreciate your understanding. (2/2) ^KA
17197,[CUSTOMER] out to our team using the link shared earlier. (2/2) ^GK
17201,[CUSTOMER] provide your details here: &amp; we'll get this sorted.(2/2)^SF
17202,[CUSTOMER] I'm sorry for the unpleasant experience. We'd like to change it. Please (1/2)^SF
17204,[CUSTOMER] to you. Please don’t provide your details as we consider them to be personal information. Our Twitter page is public. 2/2 ^SH
17205,"[CUSTOMER] We'd like to assist you with the issue, kindly provide your details through the link provided above and we'll get back 1/2 ^SH"
17198,"[CUSTOMER] I get your disappointment. However, we'll not be able to contact you over Twitter. Kindly reach (1/2) ^GK"
17195,"[CUSTOMER] Sorry for the disappointment. As mentioned earlier, please reach out to us using the link provided earlier for (1/2) ^KA"
17189,[CUSTOMER] We're unable to arrange a callback for you over Twitter. Please make a request using the link above and we'll oblige. 1/2 ^AB
17206,[CUSTOMER] We will consider this as feedback and ensure to pass it on internally for improvements. ^RW
